 0.86000000D-02  0.20371265D+01  0.80645475D+00
 0.86000000D-02  0.20125828D+01  0.81590396D+00
 0.86000000D-02  0.19880391D+01  0.82485896D+00
 0.86000000D-02  0.19634954D+01  0.83331427D+00
 0.86000000D-02  0.19389517D+01  0.84126458D+00
 0.86000000D-02  0.19144080D+01  0.84870483D+00
 0.86000000D-02  0.18898643D+01  0.85563017D+00
 0.86000000D-02  0.18653206D+01  0.86203598D+00
 0.86000000D-02  0.18407769D+01  0.86791792D+00
 0.86000000D-02  0.18162333D+01  0.87327184D+00
 0.86000000D-02  0.17916896D+01  0.87809388D+00
 0.86000000D-02  0.17671459D+01  0.88238042D+00
 0.86000000D-02  0.17426022D+01  0.88612812D+00
 0.86000000D-02  0.17180585D+01  0.88933389D+00
 0.86000000D-02  0.16935148D+01  0.89199494D+00
 0.86000000D-02  0.16689711D+01  0.89410873D+00
 0.86000000D-02  0.16444274D+01  0.89567301D+00
 0.86000000D-02  0.16198837D+01  0.89668585D+00
 0.86000000D-02  0.15953400D+01  0.89714577D+00
 0.86000000D-02  0.15707963D+01  0.89714629D+00
 0.86000000D-02  0.15462526D+01  0.89714577D+00
 0.86000000D-02  0.15217089D+01  0.89668585D+00
 0.86000000D-02  0.14971652D+01  0.89567302D+00
 0.86000000D-02  0.14726216D+01  0.89410874D+00
 0.86000000D-02  0.14480779D+01  0.89199495D+00
 0.86000000D-02  0.14235342D+01  0.88933391D+00
 0.86000000D-02  0.13989905D+01  0.88612814D+00
 0.86000000D-02  0.13744468D+01  0.88238044D+00
 0.86000000D-02  0.13499031D+01  0.87809390D+00
 0.86000000D-02  0.13253594D+01  0.87327186D+00
 0.86000000D-02  0.13008157D+01  0.86791794D+00
 0.86000000D-02  0.12762720D+01  0.86203601D+00
 0.86000000D-02  0.12517283D+01  0.85563020D+00
 0.86000000D-02  0.12271846D+01  0.84870486D+00
 0.86000000D-02  0.12026409D+01  0.84126462D+00
 0.86000000D-02  0.11780972D+01  0.83331431D+00
 0.86000000D-02  0.11535536D+01  0.82485901D+00
 0.86000000D-02  0.11290099D+01  0.81590400D+00
 0.86000000D-02  0.11044662D+01  0.80645480D+00
 0.86000000D-02  0.20616702D+01  0.80547213D+00
 0.86000000D-02  0.20371265D+01  0.81551165D+00
 0.86000000D-02  0.20125828D+01  0.82505712D+00
 0.86000000D-02  0.19880391D+01  0.83410275D+00
 0.86000000D-02  0.19634954D+01  0.84264299D+00
 0.86000000D-02  0.19389517D+01  0.85067247D+00
 0.86000000D-02  0.19144080D+01  0.85818605D+00
 0.86000000D-02  0.18898643D+01  0.86517885D+00
 0.86000000D-02  0.18653206D+01  0.87164618D+00
 0.86000000D-02  0.18407769D+01  0.87758361D+00
 0.86000000D-02  0.18162333D+01  0.88298697D+00
 0.86000000D-02  0.17916896D+01  0.88785231D+00
 0.86000000D-02  0.17671459D+01  0.89217597D+00
 0.86000000D-02  0.17426022D+01  0.89595454D+00
 0.86000000D-02  0.17180585D+01  0.89918489D+00
 0.86000000D-02  0.16935148D+01  0.90186414D+00
 0.86000000D-02  0.16689711D+01  0.90398972D+00
 0.86000000D-02  0.16444274D+01  0.90555932D+00
 0.86000000D-02  0.16198837D+01  0.90657096D+00
 0.86000000D-02  0.15953400D+01  0.90702321D+00
 0.86000000D-02  0.15707963D+01  0.90701428D+00
 0.86000000D-02  0.15462526D+01  0.90702322D+00
 0.86000000D-02  0.15217089D+01  0.90657097D+00
 0.86000000D-02  0.14971652D+01  0.90555933D+00
 0.86000000D-02  0.14726216D+01  0.90398973D+00
 0.86000000D-02  0.14480779D+01  0.90186415D+00
 0.86000000D-02  0.14235342D+01  0.89918491D+00
 0.86000000D-02  0.13989905D+01  0.89595457D+00
 0.86000000D-02  0.13744468D+01  0.89217600D+00
 0.86000000D-02  0.13499031D+01  0.88785234D+00
 0.86000000D-02  0.13253594D+01  0.88298700D+00
 0.86000000D-02  0.13008157D+01  0.87758364D+00
 0.86000000D-02  0.12762720D+01  0.87164621D+00
 0.86000000D-02  0.12517283D+01  0.86517889D+00
 0.86000000D-02  0.12271846D+01  0.85818610D+00
 0.86000000D-02  0.12026409D+01  0.85067251D+00
 0.86000000D-02  0.11780972D+01  0.84264304D+00
 0.86000000D-02  0.11535536D+01  0.83410281D+00
 0.86000000D-02  0.11290099D+01  0.82505717D+00
 0.86000000D-02  0.11044662D+01  0.81551170D+00
 0.86000000D-02  0.10799225D+01  0.80547219D+00
 0.86000000D-02  0.20862139D+01  0.80328929D+00
 0.86000000D-02  0.20616702D+01  0.81391768D+00
 0.86000000D-02  0.20371265D+01  0.82405280D+00
 0.86000000D-02  0.20125828D+01  0.83368859D+00
 0.86000000D-02  0.19880391D+01  0.84281923D+00
 0.86000000D-02  0.19634954D+01  0.85143908D+00
 0.86000000D-02  0.19389517D+01  0.85954274D+00
 0.86000000D-02  0.19144080D+01  0.86712501D+00
 0.86000000D-02  0.18898643D+01  0.87418093D+00
 0.86000000D-02  0.18653206D+01  0.88070578D+00
 0.86000000D-02  0.18407769D+01  0.88669506D+00
 0.86000000D-02  0.18162333D+01  0.89214453D+00
 0.86000000D-02  0.17916896D+01  0.89705021D+00
